additional_info,amenities,description,highlight_value,hotel_star_rating,image_count,internet,landmark,latitude,longitude,occupancy,property_type,room_price,room_types,service_value
Acceptance Rate:100 percent|Response Time:< 6 hours,Parking|AC,"What should you know? This pleasant hotel situated in the prime region of Lucknow has a contemporary look and is a luxurious accommodation. This hotel caters to both business travellers and tourists as it is very close to Kapoorthala, the business hub of Lucknow, and Hazratganj, the popular marketplace of the city. Its a well situated hotel, being just 7 km away from the railway station. This budget hotel has 21 air-conditioned rooms, provides pickup and drop service and offers the facility of a beauty parlour. Apart from this there is a doctor-on-call, car-rental, tour and travel service, railway and air ticket reservation service, banquet hall, parking area, and 24x7 room service.Why should you stay here? Hotel Uday Raj Palace is situated near the most renowned heritage sites of Lucknow and is accessible by the main city.",,,6.0,,,26.877475699999998,80.95313259999999,2 Adults 2 Kids,Hotel,1056per night incl. tax,Semi Deluxe AC Single/Double,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,,,,29.0,,,26.869596500000004,80.999176,2 Adults 2 Kids,Hotel,1662per night incl. tax,Deluxe AC Double,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"What should you know? The hotel offers air-conditioned rooms. The rooms are categorised into Deluxe double, Executive double, and Triple rooms. Facilities include pure vegetarian restaurant, car parking, laundry service, pickup and drop facility, banquet facilities, and wedding services.Why should you stay here? The hotel provides budget accommodation for travellers. It is suitable for solo, backpack travellers, and bikers who are on a short trip to the city.",,,25.0,,,26.8566952,80.9486084,2 Adults 2 Kids,Hotel,1153per night incl. tax,Double Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi,"What should you know? Situated in the bustling city of Noida, Mosaic Hotels is a popular luxury property. The hotel has well-appointed rooms and the facilities provided to guests include a doctor-on-call, car parking space, travel assistance, a 24 hour front desk, room service, internet connectivity, and laundry service. There are three dining options in the hotel, Fluid is the multi-cuisine restaurant, Latitude specialises in Indian cuisine, and M Lounge is the coffee shop as well as pastry corner. There is a large swimming pool as well as a health club in the hotel. The Sector 18 Metro Station is just 200 metres away from the hotel and the Delhi Airport is 23 km away.Why should you stay here? Mosaic Hotels is conveniently located in the heart of the commercial hub of Noida as well as the metro station.",,,12.0,,,28.571092600000004,77.3253098,1 Adult 2 Kids,Hotel,5413per night incl. tax,Day Use Room,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Parking,"What should you know? Lucknow is a huge metropolis and the Capital City of Uttar Pradesh. Lakshmi Guest House provides comfortable accommodations in a central locality in this city, with many modern amenities. The rooms are spacious and well furnished, with attached bathrooms that have hot and cold running water. The rooms also have telephone, television, and work desk. The hotel provides room service, car parking, a doctor on call, and business facilities. Places to visit in and around Lucknow include the Shah Najaf Imambara, Rumi Darwaza, Smriti Upvan, and the Indira Gandhi Planetarium. Lucknow Railway station is around 4 km away.Why should you stay here? Lakshmi Guest House provides rooms with all amenities in a central location in the city, within easy reach of the railway station.",,,0.0,,,26.8522701,80.9466019,2 Adults 2 Kids,House,1320per night incl. tax,Deluxe Double,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,AC,Hotel Mangalam Palace started with a vision to serve the daily tourists of lucknow with a savor to some lucknavi style. We here at hotel mangalam palace are keen to serve our clients with great hospitality and smiling faces. Welcome to our hotel for a pleasant stay.,,,0.0,,,26.757572200000002,80.8707275,3 Adults 2 Kids,Hotel,1067per night incl. tax,Double Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Card Payment|Parking|AC,"What should you know? Offering a comfortable and convenient accommodation, Hotel Global Inn is strategically located in the heart of lucknow and is easily accessible, thus making it a convenient stopover for tourists as well as travellers. The rooms in the hotel are categorised into deluxe, super deluxe, and standard rooms which are elegantly furnished and equipped with basic amenities which make the stay comfortable and convenient. From doctor-on-call to 24-hour security, travel desk, and offering business services, the hotel takes care of all the needs.Why should you stay here? Hotel Global Inn provides good accommodation and fine services besides being centrally located and thus offers good value for money.",,,14.0,,,26.837938300000005,80.93434140000001,1 Adult 1 Kid,Hotel,1706per night incl. tax,Single A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"What should you know? Hotel Rest Inn provides amenities and a soothing stay. It has amenities like conference hall, banquet hall, doctor-on-call, car parking, car rental, travel desk, business center, laundry/dry cleaning, daily housekeeping, receptionist, and courier facility. It also has an in-house multi-cuisine restaurant. It is around 10 km from Chaudhary Charan Singh International Airport, 4 km from Lucknow Railway Station, and 3 km from CharBagh Bus Stand.Why should you stay here? The guests staying at Hotel Rest Inn can visit places like Chowk, Bara Imambara, Hazratganj Market, Lucknow Zoo, and Gautam Buddha Park.",,,10.0,,,26.8328648,80.923851,1 Adult 2 Kids,Hotel,930per night incl. tax,Deluxe AC Single,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"What should you know? Located in the hub of the city, this hotel serves as a tranquil and comfortable place to stay for most travellers. It has a total of 15 well-furnished rooms. The amenities provided by this hotel include central air-conditioning, doctor-on-call, front desk, Wi-Fi, laundry facilities, medical services, concierge desk, restaurant serving mouth-watering cuisines, and room service. The in-room amenities offered by the hotel include an attached bathroom with modern toiletries, cable/satellite TV, and wake-up calls/services. This hotel is 26.8 km away from Chaudhary Charan Singh International Airport, 10.2 km from Lucknow Railway Station, and 11.3 km away from Bus Stand.Why should you stay here? Few of the holy places in the vicinity of this hotel are Chandrika Devi Mandir, Holy Family Church, and Gurudwara Sikh Sangat.",,,19.0,,,26.8572102,81.0012894,2 Adults 2 Kids,Hotel,2395per night incl. tax,Executive AC Double,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"What should you know? The hotel has fully furnished rooms, with attached bathrooms and 24-hour hot/cold running water. The rooms have television, intercom, iron and ironing board on demand, access to internet, safety deposit, and mini bar facility. The hotel also offers facilities like in house restaurant, travel desk, doctor-on-call, laundry, and accommodation for driver on request.Why should you stay here? The hotel offers budget accommodation and comfortable rooms for stay and also shares proximity to places like Begum Hazrat Mahal Park and several transport nodes.",,,51.0,,,26.8157749,80.9051132,1 Adult 2 Kids,Hotel,2083per night incl. tax,Deluxe AC Single,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Parking|AC,,,,83.0,,,26.852294899999997,80.9925995,1 Adult 2 Kids,Hotel,1778per night incl. tax,Deluxe AC Single,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Newspaper|Pickup & Drop|Parking|AC,"Ayaan Residency is located at Sarita Vihar in New Delhi. It is a budget home stay which provides a all essential facilities. This property provides pick and drop service on extra charge from airport. Room service can be availed by the guests, who are served with scrumptious fare within the comforts of the four walls. In order to cater to the needs of the new-age travelers, the hotel has internet connectivity. Luggage storage ensures safety of valuable items while one is busy touring outstation spots.",,,5.0,,,28.5414772,77.2833481,2 Adults 2 Kids,Hotel,1200per night incl. tax,Double A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi,"Are you visiting Lucknow for a short trip? Are you stressing over finding comfortable temporary accommodation in Lucknow? Garden View offers you a convenient and smart alternative to expensive hotel suites. Offering modern living with a cosmopolitan ambiance, we make sure that you have a relaxing and an enjoyable stay. Garden View provides you the luxury of a hotel stay and comforts of a home. We are a professionally managed serviced apartment facility which offers you impeccably furnished accommodation along with attentive service. Whether you are here for a short family vacation or a business trip, you will find that our facilities are comfortably designed to ensure that you can concentrate on the purpose of your visit without stressing over the accommodation troubles.Garden View Inn is situated in Lucknow, a city on the bank of river Gomti. We have a total of 14 room categorised into Deluxe Single, Deluxe Double, Executive Single and Executive Double. The property is located at the distance of 11.9 km from Lucknow Junction Railway station, 4.1 km from Gomtinagar Bus Depot and 22.9 km from Chaudhary Charan Singh International Airport. The hotel offers services like front desk, housekeeping, parking and doctor-on-call in the case of medical emergencies. The rooms are well maintained and the in room amenities are comfortable beds, clean linen, and clean washrooms with hot/cold water and essential toiletries. Guest can visit some of the famous places near Gomtinagar like Dr. Ambedkar Park, Fun Republic Mall, Wave Cinemas, Hazratganj, Bara Imambara, Janeshwar Mishra Park and many more. Guest can visit some of the famous places near Gomtinagar like Dr. Ambedkar Park, Fun Republic Mall, Wave Cinemas, Hazratganj, Bara Imambara, Janeshwar Mishra Park and many more.",,,3.0,,,26.862337100000005,81.0199585,1 Adult 2 Kids,Hotel,1970per night incl. tax,Deluxe Single Room,Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Parking,"What should you know? Hotel ANR is a 3 star property, situated on Gurudwara Road. It can be used for business and leisure trips. This hotel provides facilities like business centre, conference facilities, front desk, round-the-clock security, car parking, banquet facility, travel desk, internet support, and travel assistance. For accommodation, this hotel offers 32 rooms. The in-room amenities include air-conditioning, 24-hour room service, color television with satellite channels, laundry, daily housekeeping, direct dial phone, tea/coffee maker, newspaper, and a doctor-on-call. For dining they have an in-house multi-cuisine restaurant that serves variety of cuisines.Why should you stay here? This hotel is conveniently located for tourists as it is close to attractions like Model House Park, Maharaja Bijli Pasi Fort, Bird Sanctuary, and Shiv Temple. It is also close to the railway station. Commuting and sightseeing is accessible from this hotel.",,,11.0,,,26.836875899999995,80.9220505,1 Adult 2 Kids,Hotel,1780per night incl. tax,Premium Single,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Free Breakfast|AC,good property,,,1.0,,,28.5541782,77.2512894,2 Adults 0 Kid,Hotel,1700per night incl. tax,Standard room,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Parking,"What should you know? Hotel Harsh Palace is located at Gomti Nagar in Lucknow, Uttar Pradesh. This is a budget hotel with 20 well-furnished rooms equipped with air conditioning, TV, telephone, wardrobe, smoking room, and attached bathroom. The hotel offers other facilities such as front desk, laundry, multilingual services, room service, parking, and doctor-on-call. It also offers delicious food with good customer service. Gomati Nagar Bus Stand and Lucknow Railway Station both are close to the hotel.Why should you stay here? Hotel Harsh Palace is situated near tourist places like Jain Mandir, Dr. Ram Manohar Lohia Park, Gomti Plaza, and Libas Museum.",,,9.0,,,26.853569,80.9482651,2 Adults 2 Kids,Hotel,922per night incl. tax,Double Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper,"What should you know? The hotel is strategically situated at Charbagh in Lucknow. The hotel offers several amenities like doctor-on-call, laundry service, 24-hour front desk, porters, daily housekeeping, room service, and adjoining rooms. The hotel offers spacious and well-appointed guestrooms with amenities like newspaper, colour television, private bathroom, internet access, writing desk, air-conditioner, and telephone. It enjoys close proximity to Lucknow Railway Station and Lucknow Airport, which is 14 km from the hotel.Why should you stay here? This hotel is close to tourist places like Rumi Darwaza, Imambara, Jama Masjid, and Moti Mahal.",,,33.0,,,26.833900500000002,80.9297333,2 Adults 2 Kids,Hotel,1689per night incl. tax,Super Deluxe Room,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Card Payment|Parking|AC,"What should you know? Hotel Royal Inn is conveniently situated in the prime area of Lucknow. The hotel has 30 rooms and offers royal deluxe rooms and royal executive rooms to its guest. The rooms are spacious and tastefully done. They have basic amenities like room service, flat screen tv, mini bar, laundry service, telephone, wifi, doctor-on-call, travel desk, and car parking. It has a multi cuisine restaurant called Royal Cafe. It has a banquet hall for the parties and a conference hall for the business meetings and conferences. The nearby places to explore are Hazratganj, Shah Najaf Imambara, and famous Moti Mahal restaurant.Why should you stay here? Hotel Royal Inn is located at the heart of the city. This makes it easily accessible to all the commercial areas of the area.",,,11.0,,,26.856081,80.9451752,1 Adult 2 Kids,Hotel,3114per night incl. tax,Royal Deluxe AC Single,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"The Bed & Breakfast Establishment of amazing and highly efficient staff who would be there to serve you in the best possible way. Having established a standard in the field of hospitality you would always cherish the homely ambience and rich variety of food ranging from local Rajasthani Cuisines to the mouth watering mughlai dishes, other selected cuisines from the other part of India. You would always have an amazing variety of delicacies to munch upon.",,,1.0,,,28.574668900000002,77.3562546,2 Adults 2 Kids,House,1436per night incl. tax,Regular Non AC Double,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper,"What should you know? This hotel has 27 rooms in total which provide comfortable accommodation. Some of the amenities available at this hotel are air-conditioned rooms, internet access, and doctor on call, laundry service, and cable/satellite TV service. Airport/railway station transfer, valet parking, wedding services, and 24 hours concierge/help desk, credit card acceptance, and banquet/conference hall are the other facilities available at this place.Why should you stay here? This facility is in close proximity to various important commercial and tourist places of the area.",,,44.0,,,26.8706493,80.9508057,2 Adults 2 Kids,Hotel,2707per night incl. tax,Deluxe Double Room,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,,,,49.0,,,26.796682399999998,80.89297490000001,2 Adults 2 Kids,Hotel,1650per night incl. tax,Double A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"What should you know? Hotel Presidency Inn is a budget hotel situated in Hazratganj. The hotel has 16 rooms that come well equipped with general amenities such as wifi, AC, and satellite TV. The rooms are well appointed and comfortable. The hotel offers its guests services like travel desk, 24-hour room service, and sightseeing arrangements. Complimentary breakfast is also served here.Why should you stay here? Hotel Presidency Inn is well connected and easily accessible. It has a business centre that is ideal for business travellers.",,,53.0,,,26.853471799999998,80.94671629999999,1 Adult 1 Kid,Hotel,2387per night incl. tax,Single A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,,,,,1.0,,,28.594848600000002,77.24913790000001,2 Adults 2 Kids,House,778per night incl. tax,Double Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"What should you know? Guests looking for budget accommodation in the city will find this hotel to their liking. It provides best in class services to help ensure that all its guests enjoy their stay at the hotel. There are 6 rooms available that are equipped with several amenities, such as a colour television with cable connection, air-conditioner, and a tea/coffee making machine. Amongst the various hotel services, some of the facilities provided are medical assistance, laundry service, and internet access.Why should you stay here? Some of the tourist attractions in the city include St. Josephs Cathedral and Rumi Darwaza, which can be easily accessed from the property.",,,1.0,,,26.8811398,80.9491882,2 Adults 2 Kids,Villa,1134per night incl. tax,Single AC Room,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Elevator|Parking,"What should you know? With Hotel Raj International guests can expect to be treated with a home away from home experience. Its located at a distance of 2 km from Alambagh bus stand and 6 km from Chaudhary Charan Singh International Airport making it suitable to reach from travel hubs. Its facilities include doctor-on-call, travel desk, car parking, elevators, and 24x7 room service.Why should you stay here? Spend your time at this hotel to recharge after spending the day in the commercial and shopping centres of Lucknow, which are close by to this hotel.",,,2.0,,,26.802433,80.89610290000002,2 Adults 2 Kids,Hotel,1500per night incl. tax,Standard AC Double Room,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Parking|AC,"What should you know? Bhatia Guest House(AS) is located in the prime locality of Lucknow and is 3.5 km from Kaiser Bagh Bus Stand and 2 km from Daliganj Railway Station. They offer two variants of rooms that are neat, clean, spacious, and replete with amenities like television and private bathroom with hot/cold water supply. The essential amenities provided by the hotel include room service, complimentary breakfast, and banqueting and conferencing facility. The nearest Chaudhary Charan Singh International Airport is 15 km away from the guest house. Popular tourist spots like Chota Imambara, Bhool Bhulaiya, and Kaiserbagh are within 5 km radius of the guest house.Why should you stay here? The hotel is easily accessible through road, rail, and air and is proximate to several sightseeing spots.",,,33.0,,,26.874975199999998,80.9387512,1 Adult 2 Kids,House,1800per night incl. tax,Deluxe AC Single,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"What should you know? Hotel Charans International is situated at a distance of approximately 3 km from the Lucknow Railway Station. The interior is designed in a sober manner, and the property boasts of 82 well-maintained, spacious, and furnished rooms. All the rooms are air-conditioned with numerous modern amenities like televisions, internet connectivity, and well-stocked minibars. The hotel also provides other facilities to all its guests such as round-the-clock front desk, laundry services, and car parking.Why should you stay here? Several tourist hotspots of Lucknow are situated near the hotel such as the Tomb of Saadat Ali Khan and Chhota Imambara.",,,12.0,,,26.8425179,80.94040679999999,1 Adult 2 Kids,Hotel,1959per night incl. tax,Semi Deluxe AC Single,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Newspaper|Card Payment|Gym|Parking,"What should you know? Tavisha Hotel provides 4 categories of rooms namely Premium, Club Floor, Family Suite, and Club Floor Suite. Some of the in-room amenities are LCD TV, 24 hours room service, mini bar, tea/coffee maker, 24 hrs concierge, cordless telephones, cable TV channels, wireless internet access, dual line phones, and in room safe. It also has a health club, spa, conference facility, a roof-top restaurant, and café. It is in close proximity to important tourist spots, shopping, and entertainment hubs in the city.Why should you stay here? Tavisha Hotel offers a luxurious stay. It is is located at a conveninet distance from the tourist hotspots of the city.",,,9.0,,,28.5635338,77.2653275,2 Adults 2 Kids,Hotel,4818per night incl. tax,Premium Room,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"What should you know? Oakwood Inn Bed And Breakfast has well-maintained rooms with all basic facilities. The rooms are provided with amenities like room service, 24-hour hot and cold water, an LCD TV, doctor-on-call, laundry, power backup, internet/Wi-Fi, car rentals, and ample parking facility. The hotel has an in-house kitchen where the customers can prepare food of their choice.Why should you stay here? The services of the hotel are very good and it makes the stay comfortable.",,,1.0,,,28.560071899999997,77.27371219999999,2 Adults 2 Kids,Hotel,1889per night incl. tax,Double A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Parking,"What should you know? Geeta Guest House is a well-maintained banquet hall that provides accommodation facilities only for its banquet hall users. The rooms are neat, well maintained, and equipped with all the basic facilities like AC, 24-hour hot and cold water, TV, doctor-on-call, and laundry service. The banquet hall is spacious and offers the provision of customised decoration. It also offers catering services for events, with the options of veg and non-veg dishes from Indian, Chinese, Continental, Mughlai, and Awadhi cuisines.Why should you stay here? The hotel is located at the center of the city, and is easily accessible",,,3.0,,,26.871559100000002,80.9521332,4 Adults 2 Kids,House,3423per night incl. tax,4 Bedded AC Room,Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Card Payment|Parking|AC,"What should you know? Hotel Sunrise Inn is located in Vikash Khand behind Ford Hospital, Gomti Nagar Lucknow. The hotel provides 21 well-maintained rooms with basic amenities. In-room amenities include TV with cable connection, air conditioning, tea/coffee maker, and attached bathroom. Each room has an en suite bathroom. The other features include laundry service, banquet facility, conference room, parking, and concierge/help desk, and railway and airport transfer. The hotel offers a well-equipped business centre for meetings and seminars. It also has a garden, 24-hour room service, and 24-hour hot and cold running water.Why should you stay here? Hotel Sunrise Inn is a budget hotel surrounded by banks, schools, hospitals, and shopping complexes. Guests can visit places like Sai Mandir, Jeevan Shopping Complex which are located near the hotel.",,,10.0,,,26.853065500000003,80.996933,1 Adult 2 Kids,Hotel,2930per night incl. tax,Deluxe AC Single,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Parking|AC,,,,10.0,,,26.8386002,80.93819429999999,2 Adults 2 Kids,Hotel,712per night incl. tax,Double Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Free Breakfast|Newspaper|Gym|Elevator|Parking|AC,very luxury property with all luxury facilities,,,1.0,,,28.5666027,77.2201309,2 Adults 0 Kid,Hotel,3778per night incl. tax,Double Deluxe Room,Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Card Payment|Elevator|Parking|AC,"What should you know? Hotel Elora is located at Lalbagh in Lucknow. It offers 4 categories of rooms named Air Cooled, Deluxe, Super Deluxe, and Standard. All rooms except the Air Cooled ones are air-conditioned. The rooms come with amenities like living space, cable TV, irons, DVD players on request, mineral water, bathroom toiletries, and ironing boards. The hotel also offers facilities like a travel desk, guide service, lawns, gardens, and a business centre with Wi-Fi and internet facility.Why should you stay here? The hotel can be easily accessible from both airport and the railway station. It is only 13.1 km away from the Lucknow Airport.",,,20.0,,,26.8490086,80.9388657,2 Adults 2 Kids,Hotel,1387per night incl. tax,Double A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper,"What should you know? The service apartment is a premium accommodation facility located in Saket. Some of the services provided here include 24-hour room service, power backup, laundry services, and a modular kitchen. Some of the amenities provided here include a TV, wifi access, hairdryer, tea/coffee maker, 24-hour butler service, wakeup call service, and safety lockers. It is located 1.3 km from Saket Metro Station, 1.4 km from Maidan Garhi Xing Bus Stop, 11 km from Okhla Railway Station, and 15.4 km from Indira Gandhi International Airport.Why should you stay here? The hotel has proximity to points of interest, such as Garden of Five Senses, Qutab Golf Course, and City Forest.",,,9.0,,,28.5082092,77.2008438,4 Adults 2 Kids,Apartment,5570per night incl. tax,2 BHK,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Free Breakfast|AC,"Cedar Court combines the best of services and amenities in its class of bed and breakfast establishments across the national capital of India. The warmth and feel of Cedar Court is due to its dedicated personalized attention to its guests. The court has a cosy lounge, a large terrace and a spacious dining room, and five tastefully decorated rooms with luxurious kingsize beds that complement several amenities. A range of sumptuous breakfast, lunch and dinner is served at Cedar court. Excellent personalized service sets Cedar court apart from the run of the mill places. A doctor is just a call away. So are a host of services. And to top it all, there is ample parking facility available at Cedar court. Location- Cedar Court Bed & Breakfast is conveniently located on the main road of Chittaranjan Park, adjacent to Greater Kailash and just 2 km from the Nehru Place business district in the heart of South Delhi. Surroundings- Adding to the charm of Chittaranjan Parks lush green surroundings, the Cedar Court is a perfect home away from home.Host:Hi, I am Raju Sirkar, your host at Cedar Court and I hope to offer you a homely accommodation option during your stay with us.",,,1.0,,,28.539596600000003,77.2518005,2 Adults 0 Kid,Hotel,2362per night incl. tax,Standard Room,Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"What should you know? Hotel Umang is located in close proximity to Lucknow Railway Station. It provides comfortable accommodation for guests in its well-appointed guestrooms and offers various fundamental amenities such as room service, 24-hour security service, travel desk, transportation services, free newspaper, telephone facility, front desk, internet access with wi-fi connectivity, laundry service, taxi service, railway station transfer, housekeeping, and doctor-on-call. The hotel also provides business services, banquet facilities to organize parties, business meetings, social events, and get-togethers in the conference hall. The hotel is 10.5 km from Chaudhary Charan Singh International Airport and 1.4 km from Lucknow Railway Station. Bara Imambara, Lucknow Zoo, British Residency, St.Josephs Cathedral, Chandrika Devi Temple, and Hazratganj are some of the places to visit. Why should you stay here? Hotel Umang is located in close proximity to railway station, thereby making it easy for travellers to access the hotel and commute across the city.",,,8.0,,,26.840978600000003,80.9261703,1 Adult 2 Kids,Hotel,1348per night incl. tax,Luxury AC Single,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Parking|AC,"What should you know? Designed in traditional Nawabi fashion, Hotel Vinayak is a hotel located in Alambagh, Lucknow. It is 3 km away from the Lucknow Railway Station and 7 km away from the Chaudhary Charan Singh International Airport. The hotel offers rooms equipped with television and telephone facilities. Amenities provided by the hotel include a doctor-on-call, room service, an on-site multi-cuisine restaurant serving Indian, Chinese and Continental food, and a number of recreational activities including club facilities, a swimming pool, and sightseeing tours.Why should you stay here? The wide range of on-site recreational activities and indoor sports offered by the hotel makes it an attractive option for those looking to relax and unwind without moving around too much.",,,16.0,,,26.8196869,80.9085312,1 Adult 1 Kid,Hotel,1592per night incl. tax,Single A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,AC,,,,4.0,,,26.8544903,80.9555359,2 Adults 2 Kids,Apartment,2834per night incl. tax,Double A/C Rooms,Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Parking|AC,"Ours is a Home Stay that offers comprehensive services at an affordable price. The Residency Inn has well-decorated rooms with wooden furniture and basic amenities. The facilities provided by the hotel include free Wi-Fi connectivity, airport transfer, guide service, complimentary breakfast, car rental, power backup, multi-cuisine restaurant, laundry, doctor-on-call, and room service. The Residency Inn features a garden and a terrace for common use. All the rooms are air-conditioned and they have an attached bathroom with shower facilities and necessary toiletries. The hotel is located in the centre of the city and allows easy access to most of the places of tourist interest in the city. Chaudhary Charan Singh Airport is 15 km away.",,,39.0,,,26.8517342,80.9864349,1 Adult 2 Kids,Hotel,1494per night incl. tax,Deluxe AC Single,Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"What should you know? Hotel Deep Palace is situated 2.7 km away from Lucknow Railway Station. It provides hassle free accommodation in air conditioned guestrooms with various amenities such as direct dial telephone, television, 24-hour room service, mini bar, tea / coffee maker, laundry service, travel desk, doctor-on-call, internet access with wi-fi connectivity, and complimentary pick up services. For the convenience of corporate guests the hotel provides business services like a fully equipped business centre with internet access, a board room, and a meeting room. It also provides banquet facilities to conduct various parties and other events in its various halls.Why should you stay here? Hotel Deep Palace, situated centrally in the city provides many amenities, banquet facilities, conference halls, and business services making it ideal for corporate and leisure travellers.",,,12.0,,,26.834512699999998,80.9407959,1 Adult 2 Kids,Hotel,5000per night incl. tax,Executive AC Single,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Newspaper|Parking|AC,"What should you know? Thikana Delhi Guest House is situated in the quiet location in New Delhi with greenery all around. It provides a homely atmosphere and the tariff is also affordable. There are a total of 5 recently renovated rooms in the property, each of which is well furnished and spacious. There are several amenities available in each room such as colour television, tea or coffee maker, machine, safe deposit locker and wifi access. The hotel also provides a host of facilities such as movie watching facilities, airport transfers, cab rental, laundry services, and yoga sessions.Why should you stay here? Guests staying here can explore several interesting and historical attractions such as Humayun’s Tomb and Lodhi Gardens.",,,11.0,,,28.5562267,77.215126,1 Adult 1 Kid,House,6015per night incl. tax,Single A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:15 hours,Parking|AC,"What should you know? Hotel Centro is a budget hotel in Lucknow, located at a convenient distance of 4 km from the bus stand and the railway station and 10 km from the airport. The hotel provides comfortable accommodation with necessary amenities at affordable tariffs.Why should you stay here? The hotel is ideal for business as well as leisure travellers.",,,42.0,,,26.845691700000003,80.928299,1 Adult 1 Kid,Hotel,534per night incl. tax,Single Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Free Breakfast|AC,good property,,,1.0,,,28.536455199999995,77.2536011,2 Adults 0 Kid,Lodge,1778per night incl. tax,Double A/C Rooms,Verified
Acceptance Rate:100 percent|Response Time:23 hours,Newspaper|AC,"What should you know? Hotel SRG is located in the heart of the city, and offers well-designed, stylish and comfortable rooms for stay. They provide friendly services, delicious food, and a peaceful ambience for their guests visiting. They also have an ample parking space, a travel desk, and 24-hour security.Why should you stay here? The hotel has a prime location, with attractions like Bara Imambara, Chattar Manzil, Jama Masjid, Rumi Darwaza, Moti Mahal, and Lucknow Zoo situated nearby.",,,8.0,,,26.8597298,81.02185820000001,1 Adult 2 Kids,Hotel,889per night incl. tax,Standard Non AC Single,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"What should you know? Hotel SP International is a fire-safe building with smoke detectors and sprinklers. It offers comfortable accommodation along with an array of services for guests. The hotel provides the facilities and business services required for corporate guests. It has conference halls to conduct official meetings and business events along with a banquet hall, which can be used for parties and social events to seat up to 600 people. Amenities and facilities offered in rooms include complimentary, high-speed internet and thermostat control, mini-bar, newspaper service, tea/coffee makers, and in-room, complimentary breakfast service. Other services offered by the hotel include laundry service, doctor-on-call, wi-fi connectivity, and STD phone facility. Places to visit near the hotel in Lucknow are Rumi Darwaza, Baradari, Shah Najaf Imambara, Dilkusha, and Asaf-Ud-Daula Masjid.Why should you stay here? Located in the heart of the city and offering a range of amenities along with business services, Hotel SP International is an ideal place to stay during a brief trip in Lucknow.",,,35.0,,,26.8401108,80.9252853,1 Adult 2 Kids,Hotel,1666per night incl. tax,Luxury AC Single,Not Verified
