,description,city,image_count,room_price,adult_occupancy,child_occupancy,property_id,num_amenities,zones,descr_len,deluxe,num_simhotel,wifi,ac,breakfast,service_value,acceptance_rate,response_label,Apartment,Homestay,Hotel,House,Lodge,Resort,Spa,Villa
926,"Kanha Paying Guest House has a home-like space with well-fitted rooms. We have designed the rooms with all necessary furnishing and other essentials. Our rooms are aptly set down with pliable bed, storage cupboards, seating space, and an attached hygienic bathroom. You can relax in the corridor which has divan and chairs and tables placed perpendicularly. With frequent public and private transits, you can reach us easily from Lal Bahadur Shastri International Airport and Varanasi Junction. Our homestay is located in the prime place in this holy city and we are close to Kashi Vishwanath Temple, Manikarma Ghat , Dashashwamegh ghat, Durga Mandir, Sankat Mochan Hanuman Temple, Assi ghat, Ramnagar Fort, and Manmandir ghat. With much more interesting things to explore around and much other sophistication that awaits you will ease up your stay with us.",Varanasi,32.0,667.0,1.0,0.0,44900.0,5.0,0.0,136.0,0.0,0.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
927,,Latur,3.0,1000.0,2.0,2.0,40922.0,3.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
928,"What should you know? Single, Double, Triple and Family. While some are air-conditioned, others are not.Why should you stay here? Sri Maruti Pilgrims house is located in close proximity to important corporate and shopping areas. The airport, railway station, and the bus stand are all at an accessible distance from the hotel.",Tiruchirappalli,14.0,634.0,2.0,2.0,28221.0,1.0,1.0,52.0,0.0,2.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
929,"What should you know? PLA Rathna Residency is an affordable accommodation facility which is located 2.9 km from Trichy Fort Railway Station, 8.1 km from Ranjithapuram Bus Stop, and 9.7 km from the Tiruchirapalli International Airport. Some of the services provided here include complimentary breakfast, front desk, wifi access, daily housekeeping, parking space, room service, and wheelchair access. The hotel houses 58 rooms which include amenities such as LCD TV, minibar, telephone, water heating, and tea/coffee maker. The in-house food outlets include a coffee shop and bar along with two restaurants that offer Chettinad, Italian, Continental, and Asian cuisines.Why should you stay here? Hotel PLA Residency is in proximity to points of tourist interest such as St. Johns church, Uyyakondan Thirumalai temple, Anna Science Centre, and Ucchi Pillayar Temple.",Tiruchirappalli,25.0,2313.0,1.0,1.0,32386.0,2.0,1.0,129.0,0.0,11.0,0.0,1.0,0.0,0.0,100.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
930,"What should you know? Prabhu Sundaram Guest House is located near the Prachin Hanuman Ghat on the River Ganga. The guest house has well-furnished AC and non-AC rooms with comfortable beds. The hotel provides room service, car parking, hot and cold water, internet access, laundry service, medical service, boat service, and restaurant. The hotel is just 2 km away from the Kashi Vishwanath Temple, and is very near the River Ganga. Guests can easily reach all the holy ghats, kunds, and temples in Varanasi from this place. The Varanasi Junction Railway Station is around 6 km from this hotel.Why should you stay here? The hotel is a good facility for pilgrims planning to visit the holy sites in Varanasi.",Varanasi,16.0,700.0,2.0,2.0,33686.0,1.0,0.0,119.0,0.0,17.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
931,,Jagadhri,,334.0,1.0,1.0,79676.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
932,"What should you know?00 pm. This hotel is 200 metres from the river Ganges, 1 km from City temple, 15 km away from Varanasi airport and 6 km away from bus stand and railway station.Why should you stay here? The proximity of the hotel to tourist attractions and transportation hubs makes it a good choice for visitors to the city.",Varanasi,14.0,783.0,2.0,2.0,47454.0,2.0,0.0,60.0,0.0,13.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
933,"What should you know? Popular amongst travellers for its delectable vegetarian Gujarati cuisine and warm hospitality, Adarsh Hotel and Bungalows offers its patrons the best of Lonavala. All the guest rooms are well-equipped with double beds, cable TV, en-suite bathroom, and basic amenities. It also has a rooftop swimming pool for the guests to use. The hotel also has a conference room which can be used for business and personal gatherings. The exteriors have been adorned with light, giving the hotel a picturesque look in the evening.Why should you stay here? Adarsh Hotels and Bungalows offers value for money. Stay at this establishment will be a rejuvenating and a refreshing experience.",Lonavala,51.0,4609.0,2.0,2.0,30595.0,12.0,1.0,111.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
934,"What should you know? Hotel Mandawa Haveli has a maximum capacity of 21 rooms, which are divided into standard room, grand room, and suite. Some of the services provided here are free wifi, free parking, 24-hour front desk, tour desk, and laundry. The hotel is located close to Raghunath Temple, Fort Mandawa, and Subhash Chowk Bus Station. The in-house restaurant provides local and regional food. A cafe is also available within the premises.Why should you stay here? Hotel Mandawa Haveli is converted from a beautiful old haveli, built in 1890. The architectural brilliance is enticing, and it is also has easy access to the bus stand.",Mandawa,8.0,1876.0,1.0,2.0,10611.0,3.0,3.0,106.0,0.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
935,,Lakhimpur,,667.0,2.0,2.0,67932.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
936,What should you know?00 am. The hotel is 1 km from Monkey temple and Golden temple. It is 25 km from Lal Bahadur Shastri airport.Why should you stay here? The hotel has reasonably tariffed rooms that provide good accommodation to travellers to the city.,Varanasi,10.0,267.0,1.0,1.0,48782.0,2.0,0.0,44.0,0.0,8.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
937,"What should you know? Hotel Rockfort View Pvt Ltd offers several amenities for its guests such as airport transfers, 24-hour room service, 24-hour front desk, luggage storage area, wifi, foreign currency exchange, car parking, and car hire. The hotel also has a restaurant that serves delicious cuisines. Each room has a safety deposit box. Hotel Rockfort View Pvt Ltd is located just 3.5 km from the Trichy Junction. It is approximately 12 km away from the Tiruchirapalli International Airport.Why should you stay here? The hotel is easily accessible from the local railway station. It is approximately 4 km away from Vekkaliamman Temple and around 4 km from Sri Ranganathaswamy Temple.",Tiruchirappalli,23.0,2367.0,1.0,2.0,29885.0,1.0,1.0,110.0,1.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
938,"What should you know? Hotel Bommana Residency is situated on Fort Gate Road. It provides facilities and services like front desk, travel desk, airport/railway station transfers, internet access, taxi service, and travel support. This hotel offers accommodation in 48 rooms. The in-room privileges include room service, hot and cold water, air-conditioning, colour television, intercom facility, laundry service, daily housekeeping, and doctor-on-call. Guests staying at this hotel can enjoy in-room dining service.Why should you stay here? This residency is convenient for visitors as it is well connected to the main roads and also close to market area.",Rajahmundry,5.0,804.0,2.0,2.0,26857.0,3.0,1.0,96.0,0.0,8.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
939,"What should you know? The establishment is situated on Fraser Road. The rooms in this hotel feature amenities like room service, air-conditioning, attached bathroom, wardrobe, minibar, tea/coffee maker, and a cable television. It also provides facilities like a front desk, breakfast service, airport transfer, luggage storage, banquet facility, internet access, parking facility, doctor-on-call, laundry service, and newspaper. The property houses an in-house multi-cuisine restaurant, where guests can relish mouthwatering meals.Why should you stay here? The facility provides good accommodation with modern facilities along with nice dining service for family vacationers, leisure travellers, and corporate guests.",Patna,45.0,1407.0,1.0,2.0,64938.0,2.0,2.0,95.0,1.0,12.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
940,Centrally located in the heart of Rajahmundry luxury hotel Leela Pavilion Rajahmundry offers an unforgettable experience to business travelers and discerning local guests who appreciate contemporary luxury and seek personalized service.,Rajahmundry,4.0,2189.0,1.0,2.0,74988.0,2.0,1.0,31.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
941,"One of the prominent names in accommodation industry in and around Thrissur, Sky Star Residency not only gives budget accommodation for tourists and travelers but also provides an extensive listing of hostel accommodation in the nearby locations. Sky Star Residency is situated in Thrissur which is also the cultural capital of Kerala. The place is well known for its festivity and charm and as such Sky Star Residency being close to all main attractions gives the travelers a perfect opportunity to witness the charm and aura of the place.",Thrissur,8.0,520.0,1.0,1.0,33072.0,2.0,1.0,89.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
942,"What should you know? Jai Niwas Resort has about 8 cottages that have been greatly influenced by colonial style architecture. This well-maintained property has a croquet lawn, tennis court, and a billiard table. Showcasing cultural side of Madhya Pradesh, Jai Niwas Resort organises various events like puppet show, and folk dance. Also, this heritage hotel takes care of jeep safaris, horse rides, and heritage walks in Mandawa town.Why should you stay here? Hotel Jai Niwas is at a peaceful location with a pleasant sit-out area in the well-laid out garden with a host of options for recreational purpose.",Mandawa,11.0,1112.0,2.0,2.0,24565.0,4.0,3.0,98.0,1.0,2.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
943,,Varanasi,4.0,300.0,1.0,2.0,47408.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
944,"What should you know? Situated in the heart of Varanasi, Hotel Haifa offers deluxe as well as executive rooms with contemporary decor and modern amenities. These quaint rooms are equipped with air-conditioning, attached bathrooms, a telephone, and a television. Apart from this, the hotel offers amenities such as a travel desk, doctor on call, front desk, and 24-hour room service. The hotel also houses a restaurant offering delectable cuisine. It is around 27 km from Lal Bahadur Shastri Airport and 6 km from Varanasi Junction Railway Station. Attractions such Masjid Hafiz Zahoor and Sigra Church are within easy reach. Why should you stay here? Hotel Haifa is in proximity to interesting places like Darbhanga Ghat, Ramnagar Museum, and Rana Mahala Ghat.",Varanasi,12.0,1645.0,2.0,2.0,47218.0,2.0,0.0,121.0,1.0,10.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
945,"What should you know? Hotel Santoor provides personalised services and comfortable accommodation to all its guests. This 2-star hotel has rooms which are spacious and well furnished. The rooms are categorised as non-AC, Deluxe, Premium, and Suites. Some of the amenities seen in each room include air-conditioner, safe deposit locker, a colour television, and a telephone. Apart from the in-room amenities, there are other facilities provided by the hotel such as front desk, car parking, security, medical assistance, room service, and internet access. Corporate travellers can use the business services provided by the hotel.Why should you stay here? Some of the tourist attractions near the hotel are Jamia Salafia Masjid, Harishchandra Ghat, Panchganga Ghat, and Man Mandir Ghat.",Varanasi,9.0,940.0,2.0,2.0,33384.0,2.0,0.0,118.0,0.0,12.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
946,"What should you know? Raghavendra Residency is situated on the New Karur Bypass Road. This hotel is ideal for both business executives and leisure travelers as it provides facilities like a 24-hour front desk, travel counter, banquet facility for marriage function and social gatherings, business services, conference facilities, internet support, doctor-on-call, round-the-clock security, outdoor parking, and travel assistance. For accommodation, this residency offers 30 rooms in total. The in-room privileges include 24-hour room service, air-conditioning, hot and cold water, telephone, housekeeping, colour television with satellite channels, electronic safe, hairdryer, newspaper service, and iron for clothes. The hotel provides an in-house, multi-cuisine restaurant named Surabi, which serves North Indian, South Indian, Chinese, and Continental delicacies. This hotel is 500 m away from Rukmani Bus Stop, 4.5 km from Tiruchirappalli Junction Railway Station, and 8.7 km from Tiruchirapalli International Airport.Why should you stay here? This hotel is located conveniently for visitors as it is close to tourist attractions like Rock Fort and Mariamman Temple.",Tiruchirappalli,0.0,2334.0,2.0,2.0,24661.0,1.0,1.0,162.0,0.0,8.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
947,"What should you know? The establishment is situated on Laksh Road, Rampura. There are 20 rooms in this hotel that come with amenities like room service, air-conditioning, attached bathroom, hot and cold water, telephone, ironing facility, electronic safe, wardrobe, dressing mirror, tea/coffee maker, and a cable television. The property has an in-house multi-cuisine restaurant where guests can savour delightful meals. It also provides facilities like a front desk, internet access, security, doctor-on-call, luggage storage, and newspapers. Why should you stay here? Guests are provided comfortable accommodation and services to help ensure that they have a pleasant stay. Tourists can visit Dashashwamedh Ghat and Kashi Vishwanath Mandir while in Varanasi.",Varanasi,12.0,3124.0,2.0,2.0,72814.0,1.0,0.0,109.0,1.0,11.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
948,,Panipat,,389.0,1.0,1.0,69066.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
949,"What should you know? Butterfly Cruise is a houseboat cum lodging option. It traverses the backwaters of Alleppey. This houseboat offers in-room amenities like well-made beds, chairs, attached bathrooms, air-conditioning, and doctor-on-call. Guests staying at this house boat can enjoy complimentary breakfast service, lunch, and dinner. Here, authentic Kerala Cuisine is served for meals.Why should you stay here? This houseboat is ideal for rejuvenation. Here, guests can enjoy the floating experience and stay. Visitors can also explore the village life and scenic spots nearby.",Alappuzha,7.0,6112.0,2.0,2.0,32398.0,2.0,1.0,84.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
950,"What should you know? The hotel offers a 24-hour front desk, doctor-on-call, free wifi, a tour desk, luggage storage facility, currency exchange, and safety-deposit box provision. It also has a banquet hall and an in-house restaurant. This hotel offers suites, deluxe rooms, and executive rooms.Why should you stay here? The Hotel PLA Krishna Inn is a budget hotel that provides an economical solution to business travellers and tourists.",Tiruchirappalli,26.0,2348.0,1.0,2.0,25331.0,1.0,1.0,68.0,0.0,5.0,0.0,1.0,0.0,0.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
951,Good Pg House.,Varanasi,17.0,756.0,2.0,1.0,107652.0,8.0,0.0,3.0,0.0,13.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
952,,Thanesar,,1778.0,2.0,2.0,67794.0,9.0,3.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
953,,Kozhikode,8.0,1234.0,1.0,2.0,96308.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
954,"What should you know? Located in a prime location of the city, just opposite to the Central Bus Stand Hotel Gajapriya was established more than two decades ago. Some of the services provided here are TV, ticketing and travel assistance, parking, safe deposit, money exchange, secretarial service, wifi, and laundry. The in-house restaurant offers Indian, Chinese, and Continental cuisines.Why should you stay here? Hotel Gajapriya has proximity to many tourist spots such as Roquefort Hill, Jambukeshwara Temple, and Sri Ranganathaswamy Temple.",Tiruchirappalli,10.0,978.0,1.0,1.0,12310.0,2.0,1.0,81.0,0.0,2.0,0.0,1.0,0.0,0.0,100.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
955,"What should you know? Hotel The Royal Grove is located near the mesmerizing banks of the largest river of Kerala, Vembanad. The hotel offers lake facing studio rooms offering a beautiful view. The hotel provides amenities like 24-hour room service, laundry, ironing service, library, swimming pool, and internet access. The hotel is a perfect combination of warm hospitality, exquisite landscape, and contemporary services at an affordable price. The hotel is 14 km from Kottayam Railway Station and 84 km from Cochin International Airport.Why should you stay here? Hotel The Royal Grove offers a luxurious stay with all the necessary amenities required to make ones stay comfortable.",Kumarakom,0.0,6667.0,2.0,2.0,42510.0,1.0,1.0,106.0,0.0,9.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
956,"What should you know? The hotel is situated on Luxa Godowlia Road . It offers facilities like a front desk, conference facilities, sightseeing, airport transfer, travel desk, taxi service, doctor-on-call, banquet service, and laundry services. The facility offers accommodation in rooms that come with in-room amenities like air-conditioning, wi-fi access, attached bathroom, 24-hour hot and cold water supply, telephone facility, wardrobe, cable television, and a dressing mirror. The hotel also has an in-house multi-cuisine restaurant where guests can enjoy aromatic Indian, Mughlai, Chinese, and Continental delicacies.Why should you stay here? Here, guests can relax and avail fine dining services. Tourists can explore tourist attractions like Sarnath and Kashi Vishwanath Mandir.",Varanasi,44.0,845.0,1.0,1.0,69268.0,7.0,0.0,110.0,0.0,11.0,1.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
957,"What should you know? Hotel Greenland Delsol offers facilities like front desk, games room, business centre, conference facilities, swimming pool, coffee shop, internet access, car rental service on request, security, and parking facility. The property provides 24 rooms that come with amenities like room service, refrigerator, flatscreen television, attached bathroom, laundry service, direct dialing facility, and doctor-on-call. Guests staying at this property can enjoy various culinary delights at the in-house multi-cuisine restaurant that serves a variety of local and regional dishes.Why should you stay here? This property is convenient for visitors as it is on the main road, and also well connected.",Lonavala,17.0,2735.0,2.0,2.0,19517.0,4.0,1.0,102.0,1.0,8.0,1.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
958,"What should you know? The property is one of the most popular hotels in Shekhawati and provides a luxurious stay in rooms that are lavishly designed. There are 65 rooms in total, which are categorised as Villas and Suites. All the rooms are comfortable and equipped with numerous amenities, such as a colour television, minibar, attached bath, safe deposit lockers, and a direct dial telephone. The hotel provides round-the-clock room service and private butler services. Other hotel services and facilities include laundry service, access to the hotel’s swimming pool, indoor games rooms, and spa services.Why should you stay here? There are many interesting places to explore, such as Akherma Ki Haveli, Gulab Rai Ladia Haveli, and Goenka Temple.",Shekhawati,2.0,4965.0,1.0,2.0,57330.0,11.0,3.0,118.0,1.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
959,"What should you know? This grand resort is set amidst the landscaped beauty of the citys outskirts. The resort is an apt location for a family or group outing with its sprawling garden, picnic facility, and water park. The lavish garden and spacious meeting hall play host to a number of musical nights, concerts, weddings, and corporate gatherings. 29 comfortable rooms are furnished with upscale amenities, such as a cable television, room service, and a private bathroom. Apart from the water park, the resort also provides a number of exciting indoor and outdoor games. Common conveniences include a gym, laundry service, Wi-Fi, and travel transfers.Why should you stay here? The resort-cum-water park is a fun and delightful experience for families, children, and corporate groups.",Raigad,6.0,2470.0,2.0,2.0,63548.0,2.0,1.0,124.0,1.0,9.0,0.0,1.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
960,main city & main market in varanasi near viswnath tempal & walking distence in ganga river ghat,Varanasi,8.0,578.0,2.0,0.0,107770.0,2.0,0.0,17.0,0.0,15.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
961,,Yamuna Nagar,,1162.0,2.0,2.0,68986.0,2.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
962,Hotel Nandini is one of the best hotel in Varanasi. We believe in providing only the best of services and try to constantly exceed your expectations. Keeping in line with our motto Atithi Devo Bhava you would be mesmerized with the warmth of our traditional Indian hospitality blended with the contemporary amenities.,Varanasi,4.0,662.0,2.0,2.0,33660.0,2.0,0.0,52.0,0.0,13.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
963,"What should you know? Located in the spiritual capital city of India, the Hotel Ganges View is a mansion built in the colonial architecture period. It looks out to the Assi Ghat and is a rare secluded, tranquil spot in Varanasi. Including a garden terrace and a restaurant, this property has a maximum capacity of 15 rooms. Some of the services include free wifi access, room service, laundry and provisions for wheelchair access.Why should you stay here? The main attraction of Hotel Ganges View is its focus on art and culture, an extensive collection of books in the library, hosting cultural events regularly and showcasing of local arts and artefacts.",Varanasi,6.0,4500.0,2.0,2.0,306.0,2.0,0.0,110.0,1.0,12.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
964,"What should you know? Rudra Resort is an affordable hotel situated in Tirumalaisamudram. The hotel has 7 well-furnished rooms offering basic amenities needed for a comfortable stay. Facilities offered at the hotel include an Ayurvedic Spa & Yoga, a multi-cuisine restaurant, conference hall, open auditorium, swimming pool, pool table, childrens play area, garden, and ample car parking space. Some tourist hotspots like Brihadeshwara Temple, Poondi Matha Basilica, Thanjavur Palace, and Thanjavur Museum are close to the hotel.Why should you stay here? The hotel is located close to transportation hubs as well as tourist hotspots making it ideal for transit travellers as well as vacationers.",Thanjavur,7.0,3330.0,1.0,2.0,47092.0,2.0,1.0,104.0,0.0,2.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
965,"What should you know? The hotel is situated in Assi Ghat. It offers facilities like a 24-hour front desk, wi-fi access, power backup, airport transfer, banquet facility, luggage storage, medical services, parking, and laundry service. Food lovers can enjoy the culinary delights of the in-house dining area that serves delectable dishes. The rooms in this property come with amenities like 24-hour room service, attached bathroom, hot and cold water, telephone facility, cable television, and a writing desk. Why should you stay here? This property offers guests with scenic views of the Ganges river and surrounding ghats, which makes it ideal for all type of guests.",Varanasi,50.0,889.0,2.0,2.0,71946.0,5.0,0.0,105.0,0.0,10.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
966,"What should you know? Hotel Orange Inn is in a location where it can be easily spotted and accessed. It has amenities like colour TV with cable channel, 24-hour hot and cold running water supply, direct dialing facility for local and STD call, attached bathroom in every room, laundry service, doctor-on-call, ample parking space, and foreign exchange assistance. There are many types of rooms such as premium suite room, economy single room, club double room, club single room, economy double room, also superior double room, and superior single room . It is approx. 10 km from Patna Airport, 3 km from Patna Junction Railway Station, and 6 km from Mithapur Bus Stand.Why should you stay here? Guests can visit places like Patna Museum, Golghar, Nalanda University, and Sanjay Gandhi Botanical Garden easily.",Patna,8.0,2767.0,1.0,2.0,32206.0,2.0,2.0,132.0,1.0,8.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
967,"Located at the Marari beach, Mararikulam in Alleppey, this is a home stay property that offers accommodation in rooms equipped with air conditioning and shower area. Apart from parking, the hotel also offers the taxi service at a chargeable basis. The Cochin Airport is located at a distance of 75 kms. The nearest railway station is about 15 kms. from the hotel and the bus stand at 11 kms.",Alapuzzha,0.0,1900.0,2.0,2.0,118369.0,6.0,1.0,69.0,0.0,12.0,1.0,1.0,1.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
968,"What should you know? Hotel Shelton provides world class facilities with elegantly designed architecture. It has amenities like room service, parking, travel desk, concierge, florist, Wi-Fi access, safe deposit lockers, air-conditioning, gift shop, doctor-on-call, a banquet, and board rooms for business conferences and grand receptions, a fitness centre and a spa area for the residents. The hotel includes an in-house restaurant serves delicious Thai, North Indian, South Indian, and Chinese delicacies. It has two bars name Sphere and Twister for having drinks. It is approximately 15 km from Rajahmundry Airport New Terminal, 3 km from Rajahmundry Railway Station, and 2 km from Kotipalli Bus Stand. Why should you stay here? The guests can visit places like Madeena Masjid, Kadiyapulanka, Papi Hills, Alcot Gardens, and Kotilingeswara Temple.",Rajahmundry,10.0,3466.0,1.0,2.0,26859.0,7.0,1.0,126.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
969,"What should you know? The hotel offers a string of modern facilities like travel assistance, adequate car parking space, 24-hour room service, laundry service, and an in-house multi-cuisine restaurant. The hotel accepts major credit cards for payment. Other hotel facilities include cloakroom, ATM counter, fax, copier, ISD and STD service, 14-hour internet café, help desk, DTP, a well-equipped business centre, car rental service, free newspaper, and tea or coffee. The hotel offers AC and non-AC rooms for accommodation. There is a well-equipped conference hall for conducting corporate events and meetings. It is situated close to the famous Vadakkumnatha Temple.Why should you stay here? Location is a major USP for this property. It is located right at the heart of Thrissur. It enjoys proximity to the bus stand and railway station.",Thrissur,2.0,662.0,1.0,1.0,57686.0,3.0,1.0,130.0,0.0,4.0,0.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
970,"What should you know? Hotel Golden Orchid is located in the heart of the city. It is a wonderful hotel that is designed for both business and leisure travellers. The hotel is close to some of the popular tourist destination of the city. The hotel prides itself in the comfort that it provides to all its guests. The amenities which are provided by the hotel include a bar, where you can relax after a long day of travelling. It is 16 km away from the nearest airport and 2.1 km away from the nearest Daliganj Railway Station.Why should you stay here? This hotel is perfectly located to satisfy both your business needs as well as your urge to explore the city.",Lucknow,22.0,4548.0,1.0,2.0,31117.0,1.0,0.0,121.0,0.0,11.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
971,"What should you know? Hotel Babian Inn provides deluxe category rooms with complimentary buffet breakfast. The hotel provides a wide range of amenities like 24-hour business center, 24 hours front desk, 24 hour security, doctor-on-call, babysitting service, board room, ballroom, banqueting, and free parking.. The in-room amenities include 24 hours room service, laundry/dry cleaning, air conditioning, extra bed/mattress on request, in-room safe, internet access, and newspaper. They also arrangements parties on request.Why should you stay here? The hotel is ideal for business travelers as well as casual travelers due to its warm hospitality and fine service.",Lucknow,0.0,2280.0,1.0,1.0,38332.0,4.0,0.0,96.0,0.0,13.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
972,,Lucknow,3.0,2362.0,2.0,2.0,108532.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
973,"What should you know? Situated on Gautam Budh Marg, Lucknow, is Hotel P.S.International. The hotel has 41 fully furnished rooms that are equipped with facilities like fridge, LCD TV, internet connectivity, and writing desk. Apart from this, there is doctor-on-call, travel desk, parking area, and 24x7 room service. The hotel is situated very close to famous landmarks like Moti Mahal. It also has a conference room for large formal gatherings and smaller meeting-rooms as well. The in-house restaurant serves traditional Lucknowi cuisine.Why should you stay here? Hotel P.S.International is easily accessible from Charbagh Railway Station and offers faciltiies that are suited to leisure and business travellers alike.",Lucknow,0.0,1760.0,1.0,2.0,22999.0,1.0,0.0,107.0,1.0,11.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
974,,Lucknow,20.0,5433.0,1.0,2.0,70998.0,4.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
